Role1,State,Year,Type,Perc
Decision influencer,Nebraska,2018,PRE,50
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,17.55253399
Farmer,Nebraska,2018,PRE,48.64431682
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,27.76938916
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,6.672158155
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,36.369763
Decision influencer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,57.142958
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,59.9995058
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,8.331274195
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,28.62190813
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,10.41595168
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,60.00148262
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,4.000039536
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,93.33322351
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,44.44749485
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,80.00197682
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,16.65980231
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,43.25407427
Decision influencer,Nebraska,2018,PRE,0.333172719
Decision influencer,Nebraska,2018,PRE,66.66611755
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,12.5
Farmer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,3.076969865
Decision influencer,Nebraska,2018,PRE,66.66803945
Farmer,Nebraska,2018,PRE,100
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,25
Farmer,Nebraska,2018,PRE,0
Decision influencer,Nebraska,2018,PRE,24.99938224
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,0
Farmer,Nebraska,2018,PRE,100
Decision influencer,Nebraska,2018,PRE,16.66700986
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,80.1980198
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,50.41322314
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,33.27841845
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,100
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,50
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,100
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,100
Decision influencer,Wisconsin,2019,PRE,37.49227918
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,100
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,100
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,13.33992095
Decision influencer,Wisconsin,2019,PRE,100
Decision influencer,Wisconsin,2019,PRE,8.003161743
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,6.666666667
Decision influencer,Wisconsin,2019,PRE,26.66644711
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,39.80263158
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,1.646090535
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,14.28571429
Farmer,Wisconsin,2019,PRE,50
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,100
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,25
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,100
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,100
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,42.85714286
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,100
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,40.00592827
Decision influencer,Wisconsin,2019,PRE,37.51157765
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,100
Decision influencer,Wisconsin,2019,PRE,19.23241343
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,100
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,25
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,60.00395218
Farmer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,27.70919067
Farmer,Wisconsin,2019,PRE,32.65306122
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,1.646768217
Farmer,Wisconsin,2019,PRE,55.55555556
Decision influencer,Wisconsin,2019,PRE,50
Farmer,Wisconsin,2019,PRE,100
Farmer,Wisconsin,2019,PRE,24.69135802
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,100
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,3.118246372
Decision influencer,Wisconsin,2019,PRE,10.00617665
Farmer,Wisconsin,2019,PRE,100
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,0
Decision influencer,Wisconsin,2019,PRE,3.326197925
Decision influencer,Wisconsin,2019,PRE,0
Farmer,Wisconsin,2019,PRE,32.65306122
Decision influencer,Nebraska,2019,PRE,46.67215815
Farmer,Nebraska,2019,PRE,50
Decision influencer,Nebraska,2019,PRE,80.00988386
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,49.98764517
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,25.00030887
Farmer,Nebraska,2019,PRE,14.26553672
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,40
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,35.71403357
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,47.99948603
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,76.00044478
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,8.896210873
,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,50
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,32.03163618
Farmer,Nebraska,2019,PRE,16.01186064
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,50
Decision influencer,Nebraska,2019,PRE,59.99960464
Decision influencer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,20.0002471
Farmer,Nebraska,2019,PRE,50.0618047
Farmer,Nebraska,2019,PRE,50.02471577
Decision influencer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,40.00197687
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,90.00222392
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,39.99940696
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,33.33305878
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,40.00009884
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,57.14487433
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,50
Decision influencer,Nebraska,2019,PRE,59.99802313
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,50
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,24.99382258
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,65.62268347
Decision influencer,Nebraska,2019,PRE,65.38490781
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
,Nebraska,2019,PRE,0
,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,75
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,50
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,58.82267442
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,6.672158155
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,37.49691129
Decision influencer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,71.428521
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,69.99962935
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,37.49691129
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,83.33299014
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,5.999565106
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,47.06395349
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0.065897858
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,6.944196582
Decision influencer,Nebraska,2019,PRE,90.00222392
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,81.80592992
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,12.5
Farmer,Nebraska,2019,PRE,100
Decision influencer,Nebraska,2019,PRE,36.36367721
Decision influencer,Nebraska,2019,PRE,53.33421191
Farmer,Nebraska,2019,PRE,100
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,37.5
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,50.00123551
Farmer,Nebraska,2019,PRE,0
Farmer,Nebraska,2019,PRE,0
Decision influencer,Nebraska,2019,PRE,49.99938225
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,59.375
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,20
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,65.57377049
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,6.687242798
Decision influencer,Wisconsin,2017,POST,10.00246975
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,100
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,1.975308642
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,22.86995516
Farmer,Wisconsin,2017,POST,13.16872428
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,21.38157895
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,16.6735282
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,12.49845622
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,5.55464076
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,1.000370508
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,19.96047431
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,19.27710843
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,50
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,75
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Farmer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,0
Decision influencer,Wisconsin,2017,POST,1.663098963
Decision influencer,Wisconsin,2017,POST,8.698453608
Farmer,Wisconsin,2017,POST,32.65306122
Decision influencer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,80.00988386
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,53.33421191
Decision influencer,Nebraska,2017,POST,66.66666667
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,33.33388245
Farmer,Nebraska,2017,POST,3.079262498
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,100
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,100
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,10.00012355
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,66.66611755
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,2.499413138
Farmer,Nebraska,2017,POST,10.00012355
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0.66717185
Farmer,Nebraska,2017,POST,20.0123533
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,100
Farmer,Nebraska,2017,POST,0
,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
